cluster,heatwave_type,exposure,log_rr,ci_low,ci_high,display_high,common_support_high,y_min,y_max,phenotype_name,line_segment,axis_expansion_factor
1,compound,13.1734583333333,-0.1607782088957952,-0.2296242433651513,-0.0919321744264391,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,13.3894166666667,-0.1616991325586279,-0.2314237520342727,-0.0919745130829831,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,13.605375,-0.1625689244812405,-0.2331632642225022,-0.0919745847399787,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,13.8213333333333,-0.1633881830185415,-0.2348430986950385,-0.0919332673420446,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,14.0372916666667,-0.1641575065254396,-0.2364635904970181,-0.091851422553861,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,14.25325,-0.164877493356842,-0.238025091188586,-0.0917298955250981,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,14.4692083333333,-0.1655487418676575,-0.2395279690481573,-0.0915695146871577,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,14.6851666666667,-0.1661718504127945,-0.2409726092442946,-0.0913710915812944,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,14.901125,-0.1667474173471605,-0.2423594139767307,-0.0911354207175902,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,15.1170833333333,-0.1672760410256641,-0.2436888025871434,-0.0908632794641848,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,15.3330416666667,-0.1677583198032137,-0.2449612116403441,-0.0905554279660833,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,15.549,-0.168194852034717,-0.2461770949766342,-0.0902126090927998,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,15.71,-0.1684908841817589,-0.2470470545200596,-0.0899347138434582,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,15.7649583333333,-0.1685862360750824,-0.2473369237361442,-0.0898355484140207,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,15.9809166666667,-0.1689330702792183,-0.2484411863560171,-0.0894249542024195,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,16.196875,-0.1692359530020325,-0.2494903885413714,-0.0889815174626937,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,16.4128333333333,-0.1694954825984334,-0.2504850532110264,-0.0885059119858404,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,16.6287916666667,-0.1697122574233293,-0.2514257204190106,-0.0879987944276479,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,16.84475,-0.1698868758316281,-0.2523129472529252,-0.087460804410331,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,17.0607083333333,-0.1700199361782381,-0.253147307710275,-0.0868925646462013,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
1,compound,17.2766666666667,-0.1701120368180676,-0.2539293925539003,-0.0862946810822349,51.829999999999984,6.72,-0.3027471149114153,0.15796742766311278,Delayed Deterioration,continuous_full_curve,1.9631089504447392
