"cluster","heatwave_type","exposure","log_rr","ci_low","ci_high"
"3","compound","11.97737625","-0.20892162399566255","-0.39643682431559757","-0.02140642367572751"
"3","compound","12.058855","-0.20882636639470276","-0.39594901713927594","-0.021703715650129574"
"3","compound","12.14033375","-0.20870425249905156","-0.39549569729695006","-0.02191280770115306"
"3","compound","12.2218125","-0.20855557422495544","-0.39507617662096595","-0.022034971828944927"
"3","compound","12.30329125","-0.20838062348866124","-0.3946898297143905","-0.02207141726293202"
"3","compound","12.38477","-0.2081796922064155","-0.3943360914250532","-0.022023292987777776"
"3","compound","12.46624875","-0.20795307229446486","-0.3940144544495738","-0.021891690139355935"
"3","compound","12.5477275","-0.207701055669056","-0.39372446705957076","-0.02167764427854124"
"3","compound","12.62920625","-0.20742393424643557","-0.393465730942706","-0.02138213755016513"
"3","compound","12.645","-0.20736733725846446","-0.3934191635776555","-0.02131551093927339"
"3","compound","12.710685","-0.20712199994285013","-0.39323789915162777","-0.02100610073407247"
"3","compound","12.79216375","-0.20679554467454647","-0.3930406741542749","-0.02055041519481801"
"3","compound","12.8736425","-0.20644486035777118","-0.3928738059793578","-0.02001591473618458"
"3","compound","12.95512125","-0.20607023890877085","-0.3927370904511802","-0.01940338736636149"
"3","compound","13.0366","-0.20567197224379216","-0.39263036750827573","-0.018713576979308588"
"3","compound","13.11807875","-0.20525035227908178","-0.39255351960062873","-0.017947184957534834"
"3","compound","13.1995575","-0.20480567093088634","-0.3925064701605278","-0.01710487170124486"
"3","compound","13.28103625","-0.2043382201154525","-0.39248918214235046","-0.016187258088554535"
"3","compound","13.362515","-0.20384829174902686","-0.39250165662682085","-0.015194926871232861"
"3","compound","13.44399375","-0.20333617774785612","-0.3925439314855036","-0.01412842401020864"
"3","compound","13.5254725","-0.20280217002818687","-0.3926160801015046","-0.012988259954869158"
"3","compound","13.60695125","-0.20224656050626585","-0.3927182101425425","-0.011774910869989247"
"3","compound","13.68843","-0.2016696410983396","-0.3928504623827377","-0.01048881981394148"
"3","compound","13.76990875","-0.20107170372065483","-0.39301300956962937","-0.009130397871680296"
"3","compound","13.8513875","-0.2004530402894582","-0.3932060553330926","-0.007700025245823777"
"3","compound","13.93286625","-0.19981394272099628","-0.39342983313297086","-0.006198052309021734"
"3","compound","14.014345","-0.1991547029315158","-0.393684605242376","-0.0046248006206556225"
"3","compound","14.09582375","-0.19847561283726337","-0.3939706617637339","-0.0029805639107928217"
"3","compound","14.1773025","-0.19777696435448558","-0.39428831967477523","-0.0012656090341959247"
"3","compound","14.25878125","-0.1970590493994292","-0.39463792190177627","0.0005198231029178435"
"3","compound","14.34026","-0.19632215988834076","-0.39501983641745964","0.0023755166407780914"
"3","compound","14.42173875","-0.195566587737467","-0.39543445536106314","0.004301279886129161"
"3","compound","14.5032175","-0.1947926248630545","-0.3958821941781674","0.0062969444520583895"
"3","compound","14.58469625","-0.1940005631813499","-0.3963634907779624","0.008362364415262585"
"3","compound","14.666175","-0.19319069460859986","-0.3968788047057068","0.010497415488507078"
"3","compound","14.74765375","-0.19236331106105115","-0.3974286163282075","0.012701994206105183"
"3","compound","14.8291325","-0.1915187044549502","-0.3980134260302126","0.014976017120312213"
"3","compound","14.91061125","-0.19065716670654384","-0.398633753419679","0.017319420006591313"
"3","compound","14.99209","-0.18977898973207857","-0.3992901365399255","0.019732157075768364"
"3","compound","15.07356875","-0.1888844654478011","-0.3999831310867489","0.02221420019114667"
"3","compound","15.1550475","-0.1879738857699581","-0.40071330962862134","0.02476553808870513"
"3","compound","15.21625","-0.18727952347044177","-0.4012865906632508","0.02672754372236727"
"3","compound","15.23652625","-0.18704754261479625","-0.40148126082814645","0.02738617559855394"
"3","compound","15.318005","-0.1861057278985621","-0.4022875886629871","0.030076132865862887"
"3","compound","15.39948375","-0.18514873353750233","-0.40313291164453136","0.03283544456952672"
"3","compound","15.4809625","-0.1841768514478636","-0.4040178620325953","0.0356641591368681"
"3","compound","15.56244125","-0.1831903735458926","-0.40494308504450977","0.03856233795272457"
"3","compound","15.64392","-0.1821895917478359","-0.4059092380569653","0.04153005456129358"
"3","compound","15.72539875","-0.18117479796994015","-0.40691698979903795","0.044567393859157645"
"3","compound","15.8068775","-0.18014628412845204","-0.4079670195348407","0.0476744512779366"
"3","compound","15.88835625","-0.17910434213961823","-0.4090600162342924","0.05085133195505592"
"3","compound","15.969835","-0.1780492639196853","-0.4101966777305186","0.054098149891147945"
"3","compound","16.05131375","-0.1769813413849","-0.4113777098624379","0.057415027092637905"
"3","compound","16.1327925","-0.17590086645150876","-0.4126038256011198","0.06080209269810227"
"3","compound","16.21427125","-0.17480813103575848","-0.4138757441585319","0.0642594820870149"
"3","compound","16.29575","-0.17370342705389563","-0.41519419007732405","0.06778733596953279"
"3","compound","16.37722875","-0.17258704642216702","-0.41655989230033996","0.07138579945600595"
